"GEO_ID","NAME","B25031_001E","B25031_001M","B25031_002E","B25031_002M","B25031_003E","B25031_003M","B25031_004E","B25031_004M","B25031_005E","B25031_005M","B25031_006E","B25031_006M","B25031_007E","B25031_007M",
"Geography","Geographic Area Name","Estimate!!Median gross rent --!!Total","Margin of Error!!Median gross rent --!!Total","Estimate!!Median gross rent --!!Total!!No bedroom","Margin of Error!!Median gross rent --!!Total!!No bedroom","Estimate!!Median gross rent --!!Total!!1 bedroom","Margin of Error!!Median gross rent --!!Total!!1 bedroom","Estimate!!Median gross rent --!!Total!!2 bedrooms","Margin of Error!!Median gross rent --!!Total!!2 bedrooms","Estimate!!Median gross rent --!!Total!!3 bedrooms","Margin of Error!!Median gross rent --!!Total!!3 bedrooms","Estimate!!Median gross rent --!!Total!!4 bedrooms","Margin of Error!!Median gross rent --!!Total!!4 bedrooms","Estimate!!Median gross rent --!!Total!!5 or more bedrooms","Margin of Error!!Median gross rent --!!Total!!5 or more bedrooms",
"8600000US01330","ZCTA5 01330","906","121","-","**","819","206","787","171","1589","394","-","**","-","**",
"8600000US01331","ZCTA5 01331","898","57","-","**","581","76","940","69","1126","58","1120","691","-","**",
"8600000US01337","ZCTA5 01337","940","449","-","**","441","355","930","182","1063","767","-","**","-","**",
"8600000US01338","ZCTA5 01338","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US01339","ZCTA5 01339","928","137","-","**","773","10","950","208","975","46","-","**","-","**",
"8600000US01340","ZCTA5 01340","959","35","-","**","798","261","941","37","967","121","-","**","-","**",
"8600000US01341","ZCTA5 01341","1199","121","-","**","1078","104","1363","45","1458","482","-","**","-","**",
"8600000US01342","ZCTA5 01342","1741","961","-","**","-","**","-","**","1929","348","-","**","-","**",
"8600000US01343","ZCTA5 01343","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US01344","ZCTA5 01344","791","100","616","40","761","42","1103","68","864","165","-","**","-","**",
"8600000US01346","ZCTA5 01346","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US01347","ZCTA5 01347","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US01349","ZCTA5 01349","1017","392","-","**","-","**","727","23","1120","24","-","**","-","**",
"8600000US01350","ZCTA5 01350","913","47","-","**","-","**","-","**","931","32","-","**","-","**",
"8600000US01351","ZCTA5 01351","895","304","-","**","536","150","1105","275","-","**","-","**","-","**",
"8600000US01354","ZCTA5 01354","950","500","-","**","575","63","1193","202","833","342","-","**","-","**",
"8600000US01355","ZCTA5 01355","1098","34","-","**","-","**","-","**","1042","240","-","**","-","**",
"8600000US01360","ZCTA5 01360","827","183","-","**","638","368","1009","109","-","**","544","135","-","**",
"8600000US01364","ZCTA5 01364","812","89","-","**","615","184","852","139","1040","81","1386","87","-","**",
"8600000US01366","ZCTA5 01366","885","258","-","**","-","**","830","389","1125","236","-","**","-","**",
"8600000US01367","ZCTA5 01367","1330","75","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US01368","ZCTA5 01368","917","234","-","**","-","**","844","110","-","**","-","**","-","**",
"8600000US01370","ZCTA5 01370","865","54","-","**","710","92","929","92","876","91","1136","328","-","**",
"8600000US01373","ZCTA5 01373","948","50","-","**","920","80","943","95","1269","278","-","**","-","**",
"8600000US01375","ZCTA5 01375","1389","176","-","**","1125","73","1504","150","1813","312","-","**","-","**",
"8600000US01376","ZCTA5 01376","844","44","258","223","616","231","904","39","1261","354","1131","94","-","**",
"8600000US01378","ZCTA5 01378","1089","396","-","**","575","227","-","**","-","**","-","**","-","**",
"8600000US01379","ZCTA5 01379","940","77","-","**","450","192","942","46","1196","719","-","**","-","**",
"8600000US01420","ZCTA5 01420","995","41","869","73","637","71","1049","60","1214","60","1635","344","921","613",
"8600000US01430","ZCTA5 01430","1579","620","-","**","-","**","-","**","1603","541","-","**","-","**",
"8600000US01431","ZCTA5 01431","1175","111","-","**","-","**","-","**","1142","50","-","**","-","**",
"8600000US01432","ZCTA5 01432","1030","131","713","307","844","108","1105","80","1115","367","-","**","-","**",
"8600000US01434","ZCTA5 01434","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US01436","ZCTA5 01436","614","73","-","**","534","32","666","530","1319","186","-","**","-","**",
"8600000US01438","ZCTA5 01438","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US01440","ZCTA5 01440","811","42","552","114","654","65","894","61","898","80","1512","750","-","**",
"8600000US01450","ZCTA5 01450","1258","652","-","**","808","163","1495","261","861","763","-","**","-","**",
"8600000US01451","ZCTA5 01451","1288","180","-","**","1231","162","1203","138","-","**","-","**","-","**",
"8600000US01452","ZCTA5 01452","1267","573","-","**","297","67","1268","496","1917","1383","-","**","-","**",
"8600000US01453","ZCTA5 01453","935","25","941","61","815","33","1006","46","1036","92","1655","325","860","587",
"8600000US01460","ZCTA5 01460","1354","835","-","**","-","**","1506","980","972","908","1389","691","-","**",
"8600000US01462","ZCTA5 01462","1531","261","-","**","-","**","1651","183","1596","769","-","**","-","**",
"8600000US01463","ZCTA5 01463","1115","156","-","**","700","421","1130","201","1560","448","-","**","-","**",
"8600000US01464","ZCTA5 01464","944","83","-","**","630","95","965","167","1361","176","2625","1905","-","**",
"8600000US01467","ZCTA5 01467","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US01468","ZCTA5 01468","1134","59","-","**","-","**","1160","217","-","**","-","**","-","**",
"8600000US01469","ZCTA5 01469","888","58","-","**","837","26","1122","58","1142","450","-","**","-","**",
"8600000US01473","ZCTA5 01473","1132","165","-","**","-","**","1102","166","1435","143","-","**","-","**",
"8600000US01474","ZCTA5 01474","1216","514","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US01475","ZCTA5 01475","710","95","-","**","614","128","866","138","1108","585","1335","247","-","**",
"8600000US01501","ZCTA5 01501","950","58","-","**","659","253","994","70","1580","270","1622","502","-","**",
"8600000US01503","ZCTA5 01503","1101","291","-","**","437","108","1188","298","1882","675","-","**","-","**",
"8600000US01504","ZCTA5 01504","892","83","-","**","763","122","992","96","1091","204","1059","128","793","87",
"8600000US01505","ZCTA5 01505","903","79","-","**","907","205","870","28","1647","335","-","**","-","**",
"8600000US01506","ZCTA5 01506","1008","191","-","**","769","363","883","91","2531","2120","-","**","-","**",
"8600000US01507","ZCTA5 01507","1022","106","682","32","800","203","1108","94","-","**","-","**","-","**",
"8600000US01510","ZCTA5 01510","1144","43","1279","191","874","60","1224","78","1229","115","1319","584","-","**",
"8600000US01515","ZCTA5 01515","1030","129","-","**","950","148","946","323","1234","156","-","**","-","**",
"8600000US01516","ZCTA5 01516","1107","164","-","**","789","113","1200","159","1213","574","-","**","-","**",
"8600000US01518","ZCTA5 01518","908","563","-","**","292","141","938","597","-","**","-","**","-","**",
"8600000US01519","ZCTA5 01519","1147","93","-","**","1059","182","1164","192","2150","865","-","**","-","**",
"8600000US01520","ZCTA5 01520","1269","156","-","**","709","240","1596","147","1528","396","-","**","-","**",
"8600000US01521","ZCTA5 01521","1265","126","-","**","-","**","1326","79","-","**","-","**","-","**",
"8600000US01522","ZCTA5 01522","1163","246","-","**","-","**","1338","634","-","**","-","**","-","**",
"8600000US01523","ZCTA5 01523","937","431","-","**","328","7","-","**","1173","707","-","**","-","**",
"8600000US01524","ZCTA5 01524","897","182","-","**","436","229","1039","132","1396","68","-","**","-","**",
"8600000US01525","ZCTA5 01525","1125","253","-","**","-","**","-","**","1125","502","-","**","-","**",
"8600000US01527","ZCTA5 01527","1104","69","-","**","630","226","1175","63","1493","371","1382","413","950","356",
"8600000US01529","ZCTA5 01529","1166","75","-","**","956","482","1158","103","1305","269","-","**","-","**",
"8600000US01531","ZCTA5 01531","925","120","-","**","-","**","867","139","-","**","-","**","-","**",
"8600000US01532","ZCTA5 01532","1399","98","-","**","998","266","1494","184","2391","460","-","**","-","**",
"8600000US01534","ZCTA5 01534","797","252","-","**","735","28","775","242","1213","207","-","**","-","**",
"8600000US01535","ZCTA5 01535","842","41","-","**","781","75","905","147","976","98","-","**","-","**",
"8600000US01536","ZCTA5 01536","1117","114","-","**","-","**","1203","394","1405","273","-","**","-","**",
"8600000US01537","ZCTA5 01537","1025","202","-","**","-","**","1085","128","-","**","-","**","-","**",
"8600000US01540","ZCTA5 01540","865","106","481","139","772","195","959","66","1211","751","-","**","-","**",
"8600000US01541","ZCTA5 01541","1125","532","-","**","-","**","950","357","-","**","-","**","-","**",
"8600000US01542","ZCTA5 01542","960","136","-","**","-","**","881","368","1063","815","-","**","-","**",
"8600000US01543","ZCTA5 01543","959","122","-","**","687","184","999","186","1452","360","-","**","-","**",
"8600000US01545","ZCTA5 01545","1344","74","757","271","1185","125","1456","91","1696","832","-","**","1650","378",
"8600000US01550","ZCTA5 01550","901","28","642","117","688","53","906","34","1066","71","1107","369","-","**",
"8600000US01560","ZCTA5 01560","1130","52","-","**","793","120","1218","97","1186","91","-","**","-","**",
"8600000US01561","ZCTA5 01561","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US01562","ZCTA5 01562","879","70","-","**","779","117","1025","124","1281","977","441","387","-","**",
"8600000US01564","ZCTA5 01564","1314","152","-","**","751","621","1353","90","2125","257","-","**","-","**",
"8600000US01566","ZCTA5 01566","1429","235","-","**","-","**","1486","255","1308","122","-","**","-","**",
"8600000US01568","ZCTA5 01568","849","207","-","**","558","65","1034","130","-","**","-","**","-","**",
"8600000US01569","ZCTA5 01569","1177","94","-","**","513","320","1162","99","1331","148","1610","427","-","**",
"8600000US01570","ZCTA5 01570","891","40","858","34","726","91","921","39","984","78","1429","174","814","463",
"8600000US01571","ZCTA5 01571","971","105","-","**","672","100","1029","106","1167","287","1328","848","-","**",
"8600000US01581","ZCTA5 01581","1625","88","1466","893","1191","105","1785","84","2142","405","-","**","-","**",
"8600000US01583","ZCTA5 01583","940","63","-","**","784","239","956","59","1362","334","2036","1221","-","**",
"8600000US01585","ZCTA5 01585","1252","276","-","**","875","250","1271","239","1257","206","-","**","-","**",
"8600000US01588","ZCTA5 01588","975","68","-","**","599","135","1090","183","974","164","2018","1755","-","**",
"8600000US01590","ZCTA5 01590","841","71","-","**","425","378","880","273","-","**","-","**","-","**",
"8600000US01602","ZCTA5 01602","1206","85","950","344","888","93","1200","102","1453","96","1708","136","-","**",
"8600000US01603","ZCTA5 01603","1046","34","378","361","381","88","1088","38","1143","43","1201","155","1413","293",
"8600000US01604","ZCTA5 01604","1118","31","744","610","871","40","1177","46","1186","47","1014","149","1056","231",
"8600000US01605","ZCTA5 01605","960","39","796","218","779","173","1057","48","1041","93","1048","156","1674","817",
"8600000US01606","ZCTA5 01606","1105","62","865","154","934","109","1126","61","1311","108","-","**","-","**",
"8600000US01607","ZCTA5 01607","1049","59","828","502","679","285","1139","72","1212","104","-","**","-","**",
"8600000US01608","ZCTA5 01608","938","77","775","242","924","78","1047","290","1039","264","-","**","-","**",
"8600000US01609","ZCTA5 01609","1060","43","623","219","872","38","1162","56","1211","94","1522","186","2623","816",
"8600000US01610","ZCTA5 01610","1068","31","589","169","667","156","1083","32","1177","43","1278","448","605","266",
"8600000US01611","ZCTA5 01611","1081","275","-","**","950","445","960","472","1293","268","-","**","-","**",
"8600000US01612","ZCTA5 01612","973","92","-","**","958","69","-","**","1429","1269","-","**","-","**",
"8600000US01701","ZCTA5 01701","1465","99","1094","715","1114","407","1635","102","2052","212","2433","972","-","**",
"8600000US01702","ZCTA5 01702","1331","31","961","406","1201","50","1459","67","1565","150","1652","557","-","**",
"8600000US01718","ZCTA5 01718","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US01719","ZCTA5 01719","1097","50","-","**","963","53","1152","45","-","**","-","**","-","**",
"8600000US01720","ZCTA5 01720","1357","64","-","**","946","107","1561","133","2105","555","2365","779","-","**",
"8600000US01721","ZCTA5 01721","1340","151","-","**","1010","156","1498","209","2369","859","-","**","-","**",
"8600000US01730","ZCTA5 01730","1843","118","-","**","1891","355","1757","150","2046","274","-","**","-","**",
"8600000US01731","ZCTA5 01731","2789","179","-","**","-","**","2220","95","2820","287","3223","409","-","**",
"8600000US01740","ZCTA5 01740","875","519","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US01741","ZCTA5 01741","1059","278","-","**","1022","353","-","**","-","**","-","**","-","**",
"8600000US01742","ZCTA5 01742","2007","234","-","**","1330","180","2230","219","2981","951","3,500+","***","-","**",
"8600000US01745","ZCTA5 01745","1423","285","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US01746","ZCTA5 01746","1083","193","-","**","817","469","1377","247","-","**","-","**","-","**",
"8600000US01747","ZCTA5 01747","1196","168","-","**","636","502","1258","754","1330","128","-","**","-","**",
"8600000US01748","ZCTA5 01748","1740","138","-","**","1689","246","1880","336","1540","315","-","**","-","**",
"8600000US01749","ZCTA5 01749","1248","103","-","**","906","214","1419","111","1613","200","1764","43","-","**",
"8600000US01752","ZCTA5 01752","1435","50","765","51","1216","83","1552","107","1486","125","1554","185","1867","566",
"8600000US01754","ZCTA5 01754","1157","100","-","**","570","107","1204","108","1731","463","-","**","-","**",
"8600000US01756","ZCTA5 01756","1487","153","-","**","-","**","1495","466","1576","245","-","**","-","**",
"8600000US01757","ZCTA5 01757","1192","89","-","**","862","83","1273","71","1563","213","1867","1176","-","**",
"8600000US01760","ZCTA5 01760","1509","84","784","74","1290","45","1770","45","2146","242","2175","453","-","**",
"8600000US01770","ZCTA5 01770","1447","317","-","**","-","**","1481","307","-","**","-","**","-","**",
"8600000US01772","ZCTA5 01772","1004","591","-","**","549","458","-","**","1625","1490","-","**","-","**",
"8600000US01773","ZCTA5 01773","1849","349","-","**","1564","496","2051","1085","2220","640","-","**","-","**",
"8600000US01775","ZCTA5 01775","1453","145","-","**","-","**","1455","191","-","**","-","**","-","**",
"8600000US01776","ZCTA5 01776","1005","242","-","**","447","256","1217","849","-","**","-","**","-","**",
"8600000US01778","ZCTA5 01778","1270","537","-","**","-","**","2129","343","2750","1434","-","**","-","**",
"8600000US01801","ZCTA5 01801","1516","69","870","510","1357","74","1635","74","1729","191","2000","897","-","**",
"8600000US01803","ZCTA5 01803","1919","99","1518","514","1682","116","2132","149","2186","197","-","**","-","**",
"8600000US01810","ZCTA5 01810","1515","132","1030","123","1097","209","1614","143","2073","316","2488","1027","-","**",
"8600000US01821","ZCTA5 01821","1475","119","980","108","1340","225","1464","165","1893","281","1722","301","-","**",
"8600000US01824","ZCTA5 01824","1530","120","1285","1146","1518","362","1644","188","1854","512","2080","523","-","**",
"8600000US01826","ZCTA5 01826","1287","69","762","118","823","293","1339","59","1231","165","1944","551","-","**",
"8600000US01827","ZCTA5 01827","1750","108","-","**","-","**","-","**","-","**","-","**","-","**",
"8600000US01830","ZCTA5 01830","1170","58","693","106","831","36","1278","68","1436","131","1621","739","1458","890",
"8600000US01832","ZCTA5 01832","1177","33","1277","196","1056","85","1182","51","1274","104","1215","423","1644","356",
"8600000US01833","ZCTA5 01833","1571","250","-","**","709","484","2083","165","1780","67","-","**","-","**",
"8600000US01834","ZCTA5 01834","1337","76","-","**","1348","1323","1321","129","1567","1069","-","**","-","**",
"8600000US01835","ZCTA5 01835","1183","77","-","**","1081","67","1180","114","1359","191","-","**","1539","792",
"8600000US01840","ZCTA5 01840","906","91","414","170","575","380","1120","59","1220","137","1300","1024","-","**",
"8600000US01841","ZCTA5 01841","1098","24","686","134","499","139","1071","40","1237","34","1375","80","1213","187",
"8600000US01843","ZCTA5 01843","1183","42","875","325","1007","208","1173","52","1213","80","1438","174","-","**",
"8600000US01844","ZCTA5 01844","1202","42","761","79","906","208","1248","66","1319","61","1480","427","-","**",
"8600000US01845","ZCTA5 01845","1499","108","815","300","675","413","1680","76","1619","176","-","**","-","**",
"8600000US01850","ZCTA5 01850","1161","47","867","181","982","64","1168","49","1399","185","1235","1102","-","**",
"8600000US01851","ZCTA5 01851","1182","44","738","102","980","53","1215","66","1281","219","1542","183","1875","632",
"8600000US01852","ZCTA5 01852","1092","43","679","67","692","163","1233","59","1341","151","1282","223","1804","746",
"8600000US01854","ZCTA5 01854","968","66","487","73","675","154","1070","87","1205","150","1469","205","-","**",
"8600000US01860","ZCTA5 01860","1094","332","-","**","-","**","1261","194","-","**","-","**","-","**",
"8600000US01862","ZCTA5 01862","1265","123","-","**","1107","386","1285","198","1492","461","-","**","-","**",
"8600000US01863","ZCTA5 01863","1193","183","-","**","747","248","1665","351","-","**","-","**","-","**",
"8600000US01864","ZCTA5 01864","1451","149","-","**","1325","187","1577","382","2182","147","-","**","-","**",
"8600000US01867","ZCTA5 01867","1257","135","1159","922","976","442","1581","222","1293","440","1850","1144","1639","257",
"8600000US01876","ZCTA5 01876","1709","105","-","**","1435","187","1937","171","2273","464","2313","714","-","**",
"8600000US01879","ZCTA5 01879","1086","420","-","**","573","558","1115","676","-","**","-","**","-","**",
"8600000US01880","ZCTA5 01880","1343","116","1049","165","1065","81","1612","119","2148","103","1762","1205","-","**",
"8600000US01886","ZCTA5 01886","1781","153","1278","926","1695","254","1940","317","1690","183","2336","556","-","**",
"8600000US01887","ZCTA5 01887","1915","206","-","**","1503","420","2105","114","2139","249","1174","684","-","**",
"8600000US01890","ZCTA5 01890","1813","150","1049","85","1444","122","1835","158","2468","239","3,500+","***","2750","601",
"8600000US01901","ZCTA5 01901","883","111","834","493","746","269","1149","258","-","**","-","**","-","**",
"8600000US01902","ZCTA5 01902","1121","41","665","114","824","90","1214","49","1491","81","1920","276","2022","1245",
"8600000US01904","ZCTA5 01904","1329","65","-","**","1246","185","1252","118","1561","191","-","**","-","**",
"8600000US01905","ZCTA5 01905","1118","60","852","172","793","164","1163","56","1385","113","1527","289","-","**",
"8600000US01906","ZCTA5 01906","937","98","-","**","548","86","1191","227","1219","484","-","**","-","**",
"8600000US01907","ZCTA5 01907","1754","159","1180","443","1518","516","1791","306","2190","301","2292","1309","-","**",
"8600000US01908","ZCTA5 01908","1367","96","-","**","1283","170","1615","236","1399","281","-","**","-","**",
